"GeneID","GeneName","Mean_Exp","Mean_Ctrl","Log2FC","T_statistic","P_value","D_value","Significant"
"gnsB","gnsB",146.25,39.3333333333333,1.86822308727702,6.59685879303385,0.00303076709536114,4.23771316894978,"Positive Hit"
"gntP","gntP",245.75,102.666666666667,1.25109800504695,3.18598938193062,0.0458376503078885,2.04286721878096,"Positive Hit"
"gntX","gntX",187,50,1.88216350970614,3.12641331824816,0.0332163557071399,2.08533158521846,"Positive Hit"
"gor","gor",65,27,1.23703919730085,3.40279557246469,0.0339048799060624,2.11422268651648,"Positive Hit"
"grpE","grpE",1051.5,301.5,1.7988131857918,3.48296535501491,0.0333282973780853,2.27510378726581,"Positive Hit"
"gspF","gspF",229.625,92.0833333333333,1.3089541311856,3.39366500514305,0.0211029716437682,2.49690560113804,"Positive Hit"
"gspM","gspM",1210.125,565.25,1.09683672274878,3.48195726053371,0.0218690296612474,2.3705506359792,"Positive Hit"
"guaA","guaA",1232.25,596.333333333333,1.04585715065804,3.38083568439406,0.0356581276048483,2.73365973069432,"Positive Hit"
"guaD","guaD",232,57,2.00620514952671,3.53202165109959,0.0189788326342441,2.41175848905672,"Positive Hit"
"gutQ","gutQ",97.625,13.1666666666667,2.79945305459691,3.10169166663592,0.0276722036208849,2.13173295656184,"Positive Hit"
"hek","hek",442.875,102.833333333333,2.09588379271813,3.12411596617339,0.0409179897900395,2.05317663547765,"Positive Hit"
"hisL","hisL",46.75,2.66666666666667,3.70295971011961,4.31481057676376,0.011335588672392,3.11241368101166,"Positive Hit"
"hisP","hisP",276,64.3333333333333,2.08399482265514,3.151757766344,0.0389778772178403,2.06873421293741,"Positive Hit"
"hisQ","hisQ",106.75,45.3333333333333,1.21756548708675,4.43372942824673,0.00785278207136596,3.15907442153312,"Positive Hit"
"hofC","hofC",513.5,213.166666666667,1.26443712353388,3.06275507465301,0.0410463868716181,2.02303403168768,"Positive Hit"
"hokB","hokB",148.625,35,2.05528243550119,3.57461474339184,0.0164185745194367,2.47517345041792,"Positive Hit"
"hokE","hokE",62.375,8.16666666666667,2.78944472419984,4.86230296656849,0.00503824900637571,3.21321415561023,"Positive Hit"
"hscC","hscC",117.875,37.3333333333333,1.63277398063734,3.72651822757638,0.0279059829060947,2.36774294336703,"Positive Hit"
"hybC","hybC",3028.875,1140.5,1.40832741578577,3.60275442164254,0.0171302938705057,2.69957098362535,"Positive Hit"
"iap","iap",134.875,49,1.44228003525258,2.72915026504227,0.0443274517864826,2.00564204139733,"Positive Hit"
"ibeA","ibeA",518.5,189.5,1.44733275141089,3.19819676253553,0.0261935052070573,2.38456884301246,"Positive Hit"
"kdgK","kdgK",158.5,36.6666666666667,2.08219615207084,3.12746054689482,0.0357192651203602,2.06315379140273,"Positive Hit"
"kdpC","kdpC",67.25,17,1.92283213947754,4.41678244490494,0.0166131891402721,2.73873147019371,"Positive Hit"
"kpsC","kpsC",655.75,214.333333333333,1.60877263116086,3.38828963454122,0.0202021206077524,2.37741291794567,"Positive Hit"
"kpsD","kpsD",728.875,169.333333333333,2.09928861557602,3.91827141666439,0.0170936571691944,2.62340394147224,"Positive Hit"
"kpsT","kpsT",1323.625,462,1.51649989336985,3.76874710974257,0.0274877018975895,3.06564926465254,"Positive Hit"
"ksgA","ksgA",192,69.1666666666667,1.45974311492284,6.54687721637095,0.00171974125944275,4.76547769726578,"Positive Hit"
"lar","lar",200.375,65.1666666666667,1.60570808228477,4.78070478799962,0.0050781631347076,3.41155110129509,"Positive Hit"
"livK","livK",138.125,60.5,1.17772337200272,6.23467580075258,0.00180142310528695,4.38524089097431,"Positive Hit"
"marR","marR",53.25,19.1666666666667,1.42765049589104,2.93834274115804,0.0325951622952743,2.02100692887327,"Positive Hit"
"mdh","mdh",175,73,1.24997825300835,3.08937282432409,0.0329492168369056,2.06337976369308,"Positive Hit"
"mepA","mepA",409.625,180.666666666667,1.17652773626656,3.64327684173822,0.014939161023518,2.62247321669487,"Positive Hit"
"mglA","mglA",395.1875,149.916666666667,1.39243122242709,3.05742985535149,0.0298226603382989,2.12014760762065,"Positive Hit"
"mhpT","mhpT",249,90.8333333333333,1.44483827681209,4.00970206295479,0.0139578665107861,3.03439088658814,"Positive Hit"
"mntH","mntH",335.25,88.8333333333333,1.90421149541264,3.91814442318874,0.0187831437468751,3.06406246342787,"Positive Hit"
"modC","modC",207,72.5,1.50076737330473,3.15507702959972,0.0469263217840086,2.02177906924778,"Positive Hit"
"mrdB","mrdB",84.625,24.8333333333333,1.72879827329481,3.50704830100408,0.0186792897035958,2.3500042396053,"Positive Hit"
"nikE","nikE",440.875,120.166666666667,1.86664544649832,3.05185149919337,0.0359475197552162,2.05263029294664,"Positive Hit"
"nmpC","nmpC",115.125,31.5,1.8371669733542,3.09162794887514,0.0327816756917897,2.05654812960825,"Positive Hit"
"nrdA","nrdA",1449,628.333333333333,1.20415663626161,4.23024601366843,0.0117719151606634,2.86306535570848,"Positive Hit"
"nuoE","nuoE",160.125,62.6666666666667,1.33957022104706,3.33764011594957,0.0218819757866903,2.28305004227196,"Positive Hit"
"orf13","orf13",572.5,218.666666666667,1.38447752172893,2.94937216324993,0.0320132708650611,2.0992807276051,"Positive Hit"
"orf15","orf15",258.75,79.8333333333333,1.68410150255088,3.04948518335076,0.0293705795038607,2.22813910471281,"Positive Hit"
"orf19","orf19",317,81,1.95533095066627,3.0303349394566,0.0383152916383676,2.02221869295412,"Positive Hit"
"orf32","orf32",396,132,1.57771276164177,3.29715699847256,0.0285760256432131,2.54135758122975,"Positive Hit"
"orf58.1","orf58.1",1201.125,441.333333333333,1.44238104894388,3.17476898104047,0.0323785085357917,2.13810986727241,"Positive Hit"
"orf77","orf77",780,168.5,2.20403727500564,8.27504404705379,0.000434554066431846,5.84135484237256,"Positive Hit"
"orf80","orf80",219.875,46.8333333333333,2.20714189859709,4.42515969873543,0.00779001591872849,3.25358225809819,"Positive Hit"
"paaJ","paaJ",270.25,77.8333333333333,1.7827454547136,3.14078738894989,0.0417262715522465,2.04731566434215,"Positive Hit"
"pabC","pabC",345.75,90.5,1.92205223403956,3.63239405656952,0.01826503486711,2.46898959874624,"Positive Hit"
"panB","panB",634.75,203,1.63989040471861,6.69307787278168,0.00185741634448791,4.52686527030939,"Positive Hit"
"panD","panD",604.5,198,1.60535852915068,3.8374395166639,0.0141964738903862,2.63608299601509,"Positive Hit"
"papG","papG",411.875,82.3333333333333,2.30873947034459,4.07421499014329,0.0180185630525249,2.67996227466134,"Positive Hit"
"papJ","papJ",382.875,112.5,1.75794430968496,3.06510998687568,0.0412877739925542,2.02124631983029,"Positive Hit"
"parE","parE",1141.75,518.166666666667,1.13824015641383,3.24754142332008,0.0336001167088683,2.15922670112559,"Positive Hit"
"pgpB","pgpB",197.5,56.6666666666667,1.78332947022739,3.59862930184583,0.0206470203954077,2.40174378924171,"Positive Hit"
"pheL","pheL",38.25,4.83333333333333,2.75030023266782,3.64681104978732,0.0147983423596724,2.43781873344334,"Positive Hit"
"phnA","phnA",914.375,166.833333333333,2.44733361321668,7.21678788545997,0.00207624804687135,4.80660962777155,"Positive Hit"
"phoA","phoA",340.875,142.333333333333,1.25409476881161,3.50806334435659,0.0295251079600963,2.29179269235642,"Positive Hit"
"phoR","phoR",331.25,159.166666666667,1.05269526922358,4.01438842286988,0.0138897232353787,2.68884098467512,"Positive Hit"
"pncA","pncA",63.625,6.83333333333333,3.04439411935845,4.3234997162307,0.00951449971002189,2.8259683060743,"Positive Hit"
"pnuC","pnuC",145.875,42.3333333333333,1.76103972914506,6.38008471983457,0.0186480971668236,5.39564605459487,"Positive Hit"
"potI","potI",149.5,51.8333333333333,1.51024314734145,3.82178879956283,0.0128112060500652,2.62818833138677,"Positive Hit"
"pqiB","pqiB",216.25,47.3333333333333,2.16826577752062,5.5329050941671,0.0055162401407408,3.62727723789636,"Positive Hit"
"prfA","prfA",154.125,45.3333333333333,1.74330882812801,3.44726497378553,0.028988849130981,2.24565287595667,"Positive Hit"
"prkB","prkB",661.25,112.333333333333,2.54680369295308,3.19056010220316,0.0345280738257572,2.12637078026897,"Positive Hit"
"prmA","prmA",115.625,12,3.16529355271067,4.02808632870001,0.0227936865228085,2.56814152467385,"Positive Hit"
"prmC","prmC",73.5,22.8333333333333,1.64425968440493,3.63155001998149,0.0277833031686996,2.28424073077263,"Positive Hit"
"prpE","prpE",1125.375,352.5,1.67190509854256,3.27535185009562,0.0325150001517773,2.18083529530797,"Positive Hit"
"pspF","pspF",42.75,6.5,2.54432051622381,5.32431353385031,0.00930762759171653,3.18668661655369,"Positive Hit"
"purB","purB",501.875,200.166666666667,1.32180856259177,2.9468575992342,0.0335284832494383,2.05114923160675,"Positive Hit"
"rbbA","rbbA",147.75,18,2.96881834475172,4.51429525226179,0.00633534062896786,3.16131077767806,"Positive Hit"
"rbfA","rbfA",628.75,217,1.53045108195731,4.69893608443343,0.0103439553799635,3.11249038087438,"Positive Hit"
"rcsD","rcsD",547.125,254.666666666667,1.10024086055032,2.73509235541179,0.0624764395342484,2.20481579119169,"Positive Hit"
"recC","recC",174.875,80.1666666666667,1.11559115187535,4.38785918658024,0.00726570626158336,3.11034501074213,"Positive Hit"
"relE","relE",469,183,1.35295499050799,3.60678154759932,0.0155150893259484,2.55797847175619,"Positive Hit"
"rfaJ","rfaJ",107,28.1666666666667,1.8886388910523,4.13633192207621,0.0117216397565728,2.73386748944593,"Positive Hit"
"ribE","ribE",388.75,117.333333333333,1.7196924990269,4.15118733962397,0.0109160068648838,2.8303025203213,"Positive Hit"
"rmf","rmf",117.875,39.5,1.55345152797594,3.26806383740398,0.0223021518454769,2.30387689921304,"Positive Hit"
"rna","rna",133.375,40.1666666666667,1.7067162136133,4.63895277593464,0.0138384255146514,2.95221054991154,"Positive Hit"
"rob","rob",432.75,107.166666666667,2.00360778018764,3.40366265222251,0.0366695125950463,2.20876419355491,"Positive Hit"
"rpe","rpe",484,181.166666666667,1.41272575212374,3.42752410155791,0.0278681798858449,2.27529484989337,"Positive Hit"
"rplR","rplR",320.875,128.833333333333,1.30983969961743,4.80435570904229,0.013999188268497,3.85251047719207,"Positive Hit"
"rplV","rplV",332.125,92.6666666666667,1.83045599814677,3.56192422853206,0.0341633994204682,2.29520304787751,"Positive Hit"
"rpmC","rpmC",415.125,121,1.77013581757738,3.97921588388828,0.0221160955453662,2.59045762454043,"Positive Hit"
"rpsA","rpsA",744.625,164.666666666667,2.17016688174146,3.57689875985461,0.0313010404331542,2.33202991991717,"Positive Hit"
"rpsO","rpsO",936,218.5,2.09382810812383,4.82078635078062,0.00784851187970672,3.24331932761743,"Positive Hit"
"rsi13.03","rsi13.03",3042.875,1307,1.21854657339872,3.50687382882026,0.0293450912187214,2.31613178896877,"Positive Hit"
"rsi13.10","rsi13.10",559.375,140.833333333333,1.98219596308588,4.21033984439453,0.0110311652604277,2.86185648096976,"Positive Hit"
"rsi13.18","rsi13.18",412.75,103.5,1.9852563696137,4.27868901530011,0.0199392844796132,2.76519514805964,"Positive Hit"
"rsi13.20","rsi13.20",568.25,150,1.91451383681154,3.00813823920769,0.0401601259239073,2.00851301632992,"Positive Hit"
"rsi13.21","rsi13.21",338.375,93.8333333333333,1.8394141411063,3.63591303412998,0.0224811803509886,2.41493986194433,"Positive Hit"
"rsi13.43","rsi13.43",1821.875,687.166666666667,1.40538571705472,2.93269891900949,0.0333829005739752,2.16173400403854,"Positive Hit"
"rspA","rspA",198,64.5,1.6032016190062,3.10314806361628,0.0400519530655679,2.02936090462872,"Positive Hit"
"sbcD","sbcD",1433.875,559,1.35742632884459,3.33631339183519,0.0288843753352096,2.23694645949477,"Positive Hit"
"sdhC","sdhC",47.875,7.66666666666667,2.49554757988742,3.24401362594138,0.0286942942700013,2.09110209199293,"Positive Hit"
"sfaB1","sfaB1",377.625,74.8333333333333,2.31986562843047,5.182048210968,0.0065628040451433,3.44419665142883,"Positive Hit"
"sfaD","sfaD",423.75,142,1.57059880040583,2.82481574141157,0.03705538859598,2.00536365740046,"Positive Hit"
"sfaF","sfaF",224.125,57.3333333333333,1.9483338547951,3.16556652633044,0.0408622957465132,2.05976504864391,"Positive Hit"
"sfaS","sfaS",623.25,191.666666666667,1.69601692414869,4.12958096468163,0.0108586515150729,3.1029687670747,"Positive Hit"
"sfmD","sfmD",233,108.166666666667,1.09997612387975,3.58681264760803,0.0256932493561067,2.78959247376611,"Positive Hit"
"sfsB","sfsB",230.375,82.8333333333333,1.4646370907862,3.81480927249979,0.0134867971052215,2.62135734955308,"Positive Hit"
"sixA","sixA",112.5,54.8333333333333,1.02349370266694,2.43057010809378,0.128655102167505,2.10772357474453,"Positive Hit"
"slyA","slyA",43,3.5,3.28950661719499,4.09137911985302,0.0154887287967698,2.97803766432052,"Positive Hit"
"slyX","slyX",253.75,83.1666666666667,1.59776125924781,3.08210788772663,0.0398640457522174,2.02783543293588,"Positive Hit"
"sohB","sohB",50.375,11,2.09803208296053,3.65039042901663,0.016717248772096,2.37806858219435,"Positive Hit"
"soxR","soxR",123.875,19.8333333333333,2.58351908385149,4.19578542239349,0.0238878170996493,3.37131479205832,"Positive Hit"
"sthA","sthA",353.875,91.3333333333333,1.94238746839636,4.25551240629349,0.022019486012878,2.73156561709354,"Positive Hit"
"tadA","tadA",314.25,95.1666666666667,1.71288755240389,3.1676147222312,0.0344243183365055,2.10486333559682,"Positive Hit"
"tatA","tatA",269.875,31.8333333333333,3.04439411935845,3.73907853811369,0.0228917313988839,2.45913055663106,"Positive Hit"
"tdcD","tdcD",138.125,61,1.16604156695508,3.00034679985298,0.0308774505160843,2.06233431592354,"Positive Hit"
"tdcG","tdcG",325.875,117.5,1.46385198223604,3.58141445925592,0.0178147258915919,2.45593985293076,"Positive Hit"
"tdk","tdk",734.75,214.333333333333,1.77264397296763,5.75797648316458,0.00222684375351152,4.14462039697042,"Positive Hit"
"tldD","tldD",174.125,62.1666666666667,1.47114970298088,4.90223187168145,0.0069502041058772,3.23133089971323,"Positive Hit"
"torC","torC",173.625,61.8333333333333,1.47465809286196,4.87743212177005,0.00524047836222657,3.53586332194801,"Positive Hit"
"torI","torI",140.75,37.1666666666667,1.89296363756644,3.93916973226471,0.0154132159121108,2.60340285551461,"Positive Hit"
"torZ","torZ",143.875,40.5,1.80362541965955,3.73871482116104,0.0135846010899504,2.65914423403831,"Positive Hit"
"trmD","trmD",257.25,40,2.65507253424698,3.28763600961611,0.0399527172187095,2.12838916160633,"Positive Hit"
"trmE","trmE",715.625,264.666666666667,1.4316011504293,3.10829918107577,0.0271653165525989,2.19060035993623,"Positive Hit"
"ubiX","ubiX",281,132.333333333333,1.08065766334522,3.09602799729939,0.029214026085639,2.12318687356075,"Positive Hit"
"ucpA","ucpA",163.375,33.1666666666667,2.26632948539537,4.05279591097911,0.0120722329583674,2.73011390086419,"Positive Hit"
"ugpB","ugpB",216.5,72.5,1.56519924589973,3.64134202634928,0.0178367141843347,2.46141040938758,"Positive Hit"
"uhpT","uhpT",58.125,22,1.36213441728238,3.41643208605563,0.0198419531018843,2.25201448648877,"Positive Hit"
"umuC","umuC",278.5,96.3333333333333,1.52184241468433,3.01859423027402,0.0344933712485366,2.28150387217606,"Positive Hit"
"uxaA","uxaA",246.375,72.8333333333333,1.74435550921365,3.06430223233659,0.0391847658239778,2.02453280352828,"Positive Hit"
